model,init_strategy,seed,gradient
B6-Global,normal,12,1.7028230554873356e-08
B6-Global,normal,13,2.2990019724372026e-05
B6-Global,normal,14,-2.397630917036896e-06
B6-Global,normal,15,-6.243957931007282e-07
B6-Global,normal,16,-1.39333664508295e-06
B6-Global,normal,17,6.88403571974753e-07
B6-Global,normal,18,0.0004458964844049
B6-Global,normal,19,1.5058091201289802e-07
B6-Global,normal,20,7.798586770856229e-06
B6-Global,normal,21,-7.569746582523425e-07
B6-Global,normal,22,-6.6545560313612545e-06
B6-Global,normal,23,0.00010756783648597151
B6-Global,normal,24,-1.2038662072886807e-07
B7-Glob96,uniform,0,0.00040549935742741517
B7-Glob96,uniform,1,-0.00012086245907147309
B7-Glob96,uniform,2,6.070577002392711e-06
B7-Glob96,uniform,3,-1.9344194875978523e-05
B7-Glob96,uniform,4,2.9888409817032827e-05
B7-Glob96,uniform,5,-3.5398907693118954e-06
B7-Glob96,uniform,6,-2.4683801989784384e-05
B7-Glob96,uniform,7,0.0003680058593453542
B7-Glob96,uniform,8,-5.49381985185365e-05
B7-Glob96,uniform,9,0.0003120645983021843
B7-Glob96,uniform,10,0.0012169296601800155
B7-Glob96,uniform,11,-0.0002682004563314805
B7-Glob96,uniform,12,-0.00015529156511974608
B7-Glob96,uniform,13,3.4242161355168645e-06
B7-Glob96,uniform,14,-0.00010064325202182006
B7-Glob96,uniform,15,1.986154922830497e-05
B7-Glob96,uniform,16,-3.186211667368727e-05
B7-Glob96,uniform,17,0.00015808037135078446
B7-Glob96,uniform,18,-0.00013113358607264874
B7-Glob96,uniform,19,0.00044475491374625434
B7-Glob96,uniform,20,0.0023017860094648466
B7-Glob96,uniform,21,0.00010983360239624313
B7-Glob96,uniform,22,0.0001934528293260689
B7-Glob96,uniform,23,4.784924544975569e-06
B7-Glob96,uniform,24,-2.5674536805249488e-05
B7-Glob96,narrow,0,-0.0372470072392064
B7-Glob96,narrow,1,0.0001017619143743798
B7-Glob96,narrow,2,5.813517203275607e-05
B7-Glob96,narrow,3,8.510764500761257e-05
B7-Glob96,narrow,4,0.0021357315128237133
B7-Glob96,narrow,5,-0.0005973447019477316
B7-Glob96,narrow,6,-0.0012907058100276223
B7-Glob96,narrow,7,0.00015709677177482156
B7-Glob96,narrow,8,-0.0052886214611972985
B7-Glob96,narrow,9,-0.0005639291011036246
B7-Glob96,narrow,10,0.012071129623981105
B7-Glob96,narrow,11,0.00514153036868125
B7-Glob96,narrow,12,0.013565468835078864
B7-Glob96,narrow,13,0.0006951377906378332
B7-Glob96,narrow,14,0.00448384710001378
B7-Glob96,narrow,15,-0.018536425899411922
B7-Glob96,narrow,16,3.676786255535589e-05
B7-Glob96,narrow,17,0.0018895032385139135
B7-Glob96,narrow,18,4.032670287238693e-05
B7-Glob96,narrow,19,0.00014797347628410726
B7-Glob96,narrow,20,-0.0006057602932038047
B7-Glob96,narrow,21,-2.1122659954414673e-05
B7-Glob96,narrow,22,0.0005283374688892205
B7-Glob96,narrow,23,-0.0026581433602473623
B7-Glob96,narrow,24,5.9149949634480724e-05
B7-Glob96,identity,0,-1.8833176323169511e-19
B7-Glob96,identity,1,-1.797921349723656e-19
B7-Glob96,identity,2,-7.82458457452895e-24
B7-Glob96,identity,3,1.8852877184799503e-21
B7-Glob96,identity,4,-3.5576592864510364e-21
B7-Glob96,identity,5,1.2465124294732011e-20
B7-Glob96,identity,6,-6.620316960328492e-21
B7-Glob96,identity,7,-3.468163546197259e-20
B7-Glob96,identity,8,6.527884728642358e-20
B7-Glob96,identity,9,-1.392810030326097e-18
B7-Glob96,identity,10,1.71468265226248e-19
B7-Glob96,identity,11,-1.6758779956506349e-19
B7-Glob96,identity,12,2.4199643141232635e-18
B7-Glob96,identity,13,-7.038916484028908e-21
B7-Glob96,identity,14,1.8795859376760108e-20
B7-Glob96,identity,15,-7.321169001287207e-22
B7-Glob96,identity,16,-3.25993025496763e-20
B7-Glob96,identity,17,-2.843865270971745e-19
B7-Glob96,identity,18,-2.242564920276776e-22
B7-Glob96,identity,19,-6.224401158420498e-20
