model,theta1,theta2,cost
QCN,1.832596,6.283185,0.2070182960100504
QCN,2.094395,6.283185,0.20199244095321403
QCN,2.356194,6.283185,0.19653005442362084
QCN,2.617994,6.283185,0.19102551017867142
QCN,2.879793,6.283185,0.18585219298300756
QCN,3.141593,6.283185,0.18133751950756385
QCN,3.403392,6.283185,0.1777473606883079
QCN,3.665191,6.283185,0.1752791224266862
QCN,3.926991,6.283185,0.17406095530970078
QCN,4.18879,6.283185,0.17415375427082794
QCN,4.45059,6.283185,0.17555293604318753
QCN,4.712389,6.283185,0.1781882850478886
QCN,4.974188,6.283185,0.18192200320591445
QCN,5.235988,6.283185,0.18654690128412424
QCN,5.497787,6.283185,0.19178785589306477
QCN,5.759587,6.283185,0.19730982577965298
QCN,6.021386,6.283185,0.20273475699264198
QCN,6.283185,6.283185,0.20766781308835078
B2-qMPS,0.0,0.0,5.3573809297169905e-05
B2-qMPS,0.261799,0.0,5.358533410266538e-05
B2-qMPS,0.523599,0.0,4.9665512061042554e-05
B2-qMPS,0.785398,0.0,4.250431333176435e-05
B2-qMPS,1.047198,0.0,3.332340635848593e-05
B2-qMPS,1.308997,0.0,2.359632370952993e-05
B2-qMPS,1.570796,0.0,1.4720857473328098e-05
B2-qMPS,1.832596,0.0,7.726884171602599e-06
B2-qMPS,2.094395,0.0,3.0922944227497575e-06
B2-qMPS,2.356194,0.0,7.100870939990058e-07
B2-qMPS,2.617994,0.0,8.961093323078154e-09
B2-qMPS,2.879793,0.0,1.8882806874344287e-07
B2-qMPS,3.141593,0.0,5.025229024588274e-07
B2-qMPS,3.403392,0.0,5.036396448323539e-07
B2-qMPS,3.665191,0.0,1.9083929574365535e-07
B2-qMPS,3.926991,0.0,8.279447190544481e-09
B2-qMPS,4.18879,0.0,7.020458358550729e-07
B2-qMPS,4.45059,0.0,3.0727283591116244e-06
B2-qMPS,4.712389,0.0,7.693676401410098e-06
B2-qMPS,4.974188,0.0,1.4675008155267913e-05
B2-qMPS,5.235988,0.0,2.3542220294831814e-05
B2-qMPS,5.497787,0.0,3.326818620141341e-05
B2-qMPS,5.759587,0.0,4.245645278670327e-05
B2-qMPS,6.021386,0.0,4.96329859369838e-05
B2-qMPS,6.283185,0.0,5.357380929717111e-05
B2-qMPS,0.0,0.261799,4.7532823024689794e-05
B2-qMPS,0.261799,0.261799,4.789424576875029e-05
B2-qMPS,0.523599,0.261799,4.51871230143119e-05
B2-qMPS,0.785398,0.261799,3.984939402969403e-05
B2-qMPS,1.047198,0.261799,3.271812684625527e-05
B2-qMPS,1.308997,0.261799,2.484565025641315e-05
B2-qMPS,1.570796,0.261799,1.7276087735447846e-05
B2-qMPS,1.832596,0.261799,1.0838183852376745e-05
B2-qMPS,2.094395,0.261799,6.004987701190982e-06
B2-qMPS,2.356194,0.261799,2.8524202860190156e-06
B2-qMPS,2.617994,0.261799,1.122013244274089e-06
B2-qMPS,2.879793,0.261799,3.6534623737466494e-07
B2-qMPS,3.141593,0.261799,1.2635766582244043e-07
B2-qMPS,3.403392,0.261799,1.0844281331746446e-07
B2-qMPS,3.665191,0.261799,2.785059639521668e-07
B2-qMPS,3.926991,0.261799,8.784109213929813e-07
B2-qMPS,4.18879,0.261799,2.3405857762475506e-06
B2-qMPS,4.45059,0.261799,5.131730447359036e-06
B2-qMPS,4.712389,0.261799,9.56926024354299e-06
B2-qMPS,4.974188,0.261799,1.5663656235059727e-05
B2-qMPS,5.235988,0.261799,2.303391199005029e-05
B2-qMPS,5.497787,0.261799,3.0924303432397905e-05
B2-qMPS,5.759587,0.261799,3.8323802802727885e-05
B2-qMPS,6.021386,0.261799,4.416180172835865e-05
B2-qMPS,6.283185,0.261799,4.753282302468915e-05
B2-qMPS,0.0,0.523599,3.8086695203587475e-05
B2-qMPS,0.261799,0.523599,3.882000303485886e-05
B2-qMPS,0.523599,0.523599,3.7562100516667124e-05
B2-qMPS,0.785398,0.523599,3.449266901774069e-05
B2-qMPS,1.047198,0.523599,3.0038713161636705e-05
B2-qMPS,1.308997,0.523599,2.478709434686057e-05
B2-qMPS,1.570796,0.523599,1.9368618620915007e-05
B2-qMPS,1.832596,0.523599,1.4341920426597727e-05
B2-qMPS,2.094395,0.523599,1.0104649903445776e-05
B2-qMPS,2.356194,0.523599,6.851612644296474e-06
B2-qMPS,2.617994,0.523599,4.586669823080832e-06
B2-qMPS,2.879793,0.523599,3.180841882649733e-06
B2-qMPS,3.141593,0.523599,2.4570167699142417e-06
B2-qMPS,3.403392,0.523599,2.275147693601999e-06
B2-qMPS,3.665191,0.523599,2.5925397661055274e-06
B2-qMPS,3.926991,0.523599,3.481520633092555e-06
B2-qMPS,4.18879,0.523599,5.099335656969975e-06
B2-qMPS,4.45059,0.523599,7.619065084847812e-06
B2-qMPS,4.712389,0.523599,1.1141910424254258e-05
B2-qMPS,4.974188,0.523599,1.5617169863611353e-05
B2-qMPS,5.235988,0.523599,2.079495083245148e-05
B2-qMPS,5.497787,0.523599,2.622843872354063e-05
B2-qMPS,5.759587,0.523599,3.132952237698218e-05
B2-qMPS,6.021386,0.523599,3.54672397043128e-05
B2-qMPS,6.283185,0.523599,3.808669520358685e-05
B2-qMPS,0.0,0.785398,2.7037837472601442e-05
B2-qMPS,0.261799,0.785398,2.806066768371994e-05
B2-qMPS,0.523599,0.785398,2.817252362529727e-05
B2-qMPS,0.785398,0.785398,2.7360386212622385e-05
B2-qMPS,1.047198,0.785398,2.5718004478859134e-05
B2-qMPS,1.308997,0.785398,2.342921662410475e-05
B2-qMPS,1.570796,0.785398,2.0736152822994618e-05
B2-qMPS,1.832596,0.785398,1.789964980932688e-05
B2-qMPS,2.094395,0.785398,1.5160760430066445e-05
B2-qMPS,2.356194,0.785398,1.2711531757327889e-05
B2-qMPS,2.617994,0.785398,1.0680471467002027e-05
B2-qMPS,2.879793,0.785398,9.13408036228847e-06
B2-qMPS,3.141593,0.785398,8.091589376701671e-06
B2-qMPS,3.403392,0.785398,7.546733661862448e-06
B2-qMPS,3.665191,0.785398,7.488894380194713e-06
B2-qMPS,3.926991,0.785398,7.91661689601408e-06
B2-qMPS,4.18879,0.785398,8.839155837324254e-06
B2-qMPS,4.45059,0.785398,1.0265554298946192e-05
B2-qMPS,4.712389,0.785398,1.2184758647693063e-05
B2-qMPS,4.974188,0.785398,1.4543287165082257e-05
B2-qMPS,5.235988,0.785398,1.7228159884430357e-05
B2-qMPS,5.497787,0.785398,2.006180345402574e-05
B2-qMPS,5.759587,0.785398,2.281270653680267e-05
B2-qMPS,6.021386,0.785398,2.5221487034650617e-05
B2-qMPS,6.283185,0.785398,2.7037837472601245e-05
B2-qMPS,0.0,1.047198,1.6367461859092882e-05
B2-qMPS,0.261799,1.047198,1.750718166137358e-05
B2-qMPS,0.523599,1.047198,1.8619638039494135e-05
B2-qMPS,0.785398,1.047198,1.9619765271753095e-05
B2-qMPS,1.047198,1.047198,2.0425715735038083e-05
B2-qMPS,1.308997,1.047198,2.0968106071641162e-05
B2-qMPS,1.570796,1.047198,2.1198619872147768e-05
B2-qMPS,1.832596,1.047198,2.109634249441809e-05
B2-qMPS,2.094395,1.047198,2.0670581173431852e-05
B2-qMPS,2.356194,1.047198,1.9959604497560467e-05
B2-qMPS,2.617994,1.047198,1.9025554957347148e-05
B2-qMPS,2.879793,1.047198,1.79465456508968e-05
B2-qMPS,3.141593,1.047198,1.680746268361327e-05
B2-qMPS,3.403392,1.047198,1.5691138184870464e-05
B2-qMPS,3.665191,1.047198,1.4671310623738955e-05
B2-qMPS,3.926991,1.047198,1.3808225905210068e-05
B2-qMPS,4.18879,1.047198,1.314701122151303e-05
B2-qMPS,4.45059,1.047198,1.2718268095103398e-05
B2-qMPS,4.712389,1.047198,1.2539861257196589e-05
B2-qMPS,4.974188,1.047198,1.2618743331387425e-05
B2-qMPS,5.235988,1.047198,1.2951875835386565e-05
B2-qMPS,5.497787,1.047198,1.3525809997525779e-05
B2-qMPS,5.759587,1.047198,1.4315123758151069e-05
B2-qMPS,6.021386,1.047198,1.5280485854409743e-05
B2-qMPS,6.283185,1.047198,1.636746185909282e-05
B2-qMPS,0.0,1.308997,7.771455688515914e-06
B2-qMPS,0.261799,1.308997,8.80429477493815e-06
B2-qMPS,0.523599,1.308997,1.0357137801170932e-05
B2-qMPS,0.785398,1.308997,1.2416935523521897e-05
B2-qMPS,1.047198,1.308997,1.4922245501082309e-05
B2-qMPS,1.308997,1.308997,1.7746270235612278e-05
B2-qMPS,1.570796,1.308997,2.0693725800362966e-05
B2-qMPS,1.832596,1.308997,2.3514908763658108e-05
B2-qMPS,2.094395,1.308997,2.593579949086907e-05
B2-qMPS,2.356194,1.308997,2.7698643837296765e-05
B2-qMPS,2.617994,1.308997,2.860437750407987e-05
B2-qMPS,2.879793,1.308997,2.8547341002111022e-05
B2-qMPS,3.141593,1.308997,2.753425258275336e-05
B2-qMPS,3.403392,1.308997,2.568299175341689e-05
B2-qMPS,3.665191,1.308997,2.3201479558174418e-05
B2-qMPS,3.926991,1.308997,2.0351601394588702e-05
B2-qMPS,4.18879,1.308997,1.7406501119754466e-05
B2-qMPS,4.45059,1.308997,1.4610817686903939e-05
B2-qMPS,4.712389,1.308997,1.2152240993888023e-05
B2-qMPS,4.974188,1.308997,1.0149479773506114e-05
B2-qMPS,5.235988,1.308997,8.657258215304883e-06
B2-qMPS,5.497787,1.308997,7.684494310110115e-06
B2-qMPS,5.759587,1.308997,7.2185509406027005e-06
B2-qMPS,6.021386,1.308997,7.247246140892465e-06
B2-qMPS,6.283185,1.308997,7.771455688516029e-06
B2-qMPS,0.0,1.570796,2.2852422292710975e-06
B2-qMPS,0.261799,1.570796,2.9904780931832565e-06
B2-qMPS,0.523599,1.570796,4.377020809298921e-06
B2-qMPS,0.785398,1.570796,6.633070738875024e-06
B2-qMPS,1.047198,1.570796,9.899746644576088e-06
B2-qMPS,1.308997,1.570796,1.4182459885037997e-05
B2-qMPS,1.570796,1.570796,1.9289445205960298e-05
B2-qMPS,1.832596,1.570796,2.481800896459629e-05
B2-qMPS,2.094395,1.570796,3.019661841562876e-05
B2-qMPS,2.356194,1.570796,3.477603925755314e-05
B2-qMPS,2.617994,1.570796,3.7949326690776175e-05
B2-qMPS,2.879793,1.570796,3.9272196497655095e-05
B2-qMPS,3.141593,1.570796,3.855440271148183e-05
B2-qMPS,3.403392,1.570796,3.589952282539177e-05
B2-qMPS,3.665191,1.570796,3.168325277777226e-05
B2-qMPS,3.926991,1.570796,2.6475615360641193e-05
B2-qMPS,4.18879,1.570796,2.0926367295019292e-05
B2-qMPS,4.45059,1.570796,1.5641710589182278e-05
B2-qMPS,4.712389,1.570796,1.1081880439843557e-05
B2-qMPS,4.974188,1.570796,7.502960703387331e-06
B2-qMPS,5.235988,1.570796,4.954078583859765e-06
B2-qMPS,5.497787,1.570796,3.3262452294887923e-06
B2-qMPS,5.759587,1.570796,2.435529956187788e-06
B2-qMPS,6.021386,1.570796,2.1146036146813383e-06
B2-qMPS,6.283185,1.570796,2.2852422292712995e-06
B2-qMPS,0.0,1.832596,9.274308503897841e-08
B2-qMPS,0.261799,1.832596,3.0781365402775697e-07
B2-qMPS,0.523599,1.832596,1.0270564554792809e-06
B2-qMPS,0.785398,1.832596,2.719754588286337e-06
B2-qMPS,1.047198,1.832596,5.849990441893093e-06
B2-qMPS,1.308997,1.832596,1.0689759580243046e-05
B2-qMPS,1.570796,1.832596,1.7170394672849693e-05
B2-qMPS,1.832596,1.832596,2.481726880510878e-05
B2-qMPS,2.094395,1.832596,3.2790978110283356e-05
B2-qMPS,2.356194,1.832596,4.002982916919272e-05
B2-qMPS,2.617994,1.832596,4.546106927506346e-05
B2-qMPS,2.879793,1.832596,4.822925242582268e-05
B2-qMPS,3.141593,1.832596,4.788457657618463e-05
B2-qMPS,3.403392,1.832596,4.4483513158500895e-05
B2-qMPS,3.665191,1.832596,3.8576121055849974e-05
B2-qMPS,3.926991,1.832596,3.1083277584797996e-05
B2-qMPS,4.18879,1.832596,2.3095044615272446e-05
B2-qMPS,4.45059,1.832596,1.5641122987373674e-05
B2-qMPS,4.712389,1.832596,9.490640080051384e-06
B2-qMPS,4.974188,1.832596,5.029758796485503e-06
B2-qMPS,5.235988,1.832596,2.2441987925149807e-06
B2-qMPS,5.497787,1.832596,8.054930718483982e-07
B2-qMPS,5.759587,1.832596,2.3225008189570273e-07
B2-qMPS,6.021386,1.832596,7.821942068719637e-08
B2-qMPS,6.283185,1.832596,9.274308503894903e-08
B2-qMPS,0.0,2.094395,5.647424705751235e-07
B2-qMPS,0.261799,2.094395,2.267932928430369e-07
B2-qMPS,0.523599,2.094395,3.09988534680951e-09
B2-qMPS,0.785398,2.094395,6.528195563004907e-07
B2-qMPS,1.047198,2.094395,2.990795771073061e-06
B2-qMPS,1.308997,2.094395,7.601827195477152e-06
B2-qMPS,1.570796,2.094395,1.4601426168295233e-05
B2-qMPS,1.832596,2.094395,2.3512796495912026e-05
B2-qMPS,2.094395,2.094395,3.329926874026912e-05
B2-qMPS,2.356194,2.094395,4.254999801866224e-05
B2-qMPS,2.617994,2.094395,4.9775441631084516e-05
B2-qMPS,2.879793,2.094395,5.3739069654804794e-05
B2-qMPS,3.141593,2.094395,5.3741020879943735e-05
B2-qMPS,3.403392,2.094395,4.978094742473224e-05
B2-qMPS,3.665191,2.094395,4.255809602777948e-05
B2-qMPS,3.926991,2.094395,3.3308605047627926e-05
B2-qMPS,4.18879,2.094395,2.3521932796298716e-05
B2-qMPS,4.45059,2.094395,1.4609152695639121e-05
B2-qMPS,4.712389,2.094395,7.60740249071119e-06
B2-qMPS,4.974188,2.094395,2.994054796037615e-06
B2-qMPS,5.235988,2.094395,6.541273561274747e-07
B2-qMPS,5.497787,2.094395,3.16938693413841e-09
B2-qMPS,5.759587,2.094395,2.2642181106686406e-07
B2-qMPS,6.021386,2.094395,5.645424636026641e-07
B2-qMPS,6.283185,2.094395,5.647424705750919e-07
B2-qMPS,0.0,2.356194,2.510400769577405e-06
B2-qMPS,0.261799,2.356194,1.6732712770423117e-06
B2-qMPS,0.523599,2.356194,5.124856720731207e-07
B2-qMPS,0.785398,2.356194,1.1927890015976485e-08
B2-qMPS,1.047198,2.356194,1.2667704643257146e-06
B2-qMPS,1.308997,2.356194,5.124530064949833e-06
B2-qMPS,1.570796,2.356194,1.1877305435421895e-05
B2-qMPS,1.832596,2.356194,2.1093159896735652e-05
B2-qMPS,2.094395,2.356194,3.163798653452017e-05
B2-qMPS,2.356194,2.356194,4.1888394524906616e-05
B2-qMPS,2.617994,2.356194,5.0084775155127014e-05
B2-qMPS,2.879793,2.356194,5.473552651273484e-05
B2-qMPS,3.141593,2.356194,5.4968708893370647e-05
B2-qMPS,3.403392,2.356194,5.0740177500138555e-05
B2-qMPS,3.665191,2.356194,4.2844161422267295e-05
B2-qMPS,3.926991,2.356194,3.272353942133502e-05
B2-qMPS,4.18879,2.356194,2.2129075509403046e-05
B2-qMPS,4.45059,2.356194,1.2715797011552372e-05
B2-qMPS,4.712389,2.356194,5.680201986299485e-06
B2-qMPS,4.974188,2.356194,1.530008410750325e-06
B2-qMPS,5.235988,2.356194,4.1983455805527554e-08
B2-qMPS,5.497787,2.356194,4.127552484110173e-07
B2-qMPS,5.759587,2.356194,1.5559959558116618e-06
B2-qMPS,6.021386,2.356194,2.4607634954308463e-06
B2-qMPS,6.283185,2.356194,2.510400769577664e-06
B2-qMPS,0.0,2.617994,4.568873952226336e-06
B2-qMPS,0.261799,2.617994,3.390961499914987e-06
B2-qMPS,0.523599,2.617994,1.559138464936138e-06
B2-qMPS,0.785398,2.617994,1.5958892646543554e-07
B2-qMPS,1.047198,2.617994,4.2013821652715576e-07
B2-qMPS,1.308997,2.617994,3.3231400334905607e-06
B2-qMPS,1.570796,2.617994,9.270552073973997e-06
B2-qMPS,1.832596,2.617994,1.789582937131597e-05
B2-qMPS,2.094395,2.617994,2.807851766081295e-05
B2-qMPS,2.356194,2.617994,3.81633351966522e-05
B2-qMPS,2.617994,2.617994,4.63305699858676e-05
B2-qMPS,2.879793,2.617994,5.102352877266599e-05
B2-qMPS,3.141593,2.617994,5.132260169819563e-05
B2-qMPS,3.403392,2.617994,4.716864610148865e-05
B2-qMPS,3.665191,2.617994,3.937740306256288e-05
B2-qMPS,3.926991,2.617994,2.944118128545296e-05
B2-qMPS,4.18879,2.617994,1.9169566207730508e-05
B2-qMPS,4.45059,2.617994,1.0262661124204235e-05
B2-qMPS,4.712389,2.617994,3.927249369966466e-06
B2-qMPS,4.974188,2.617994,6.338401216403205e-07
B2-qMPS,5.235988,2.617994,7.421790604848435e-08
B2-qMPS,5.497787,2.617994,1.3251716857909216e-06
B2-qMPS,5.759587,2.617994,3.1690026842343106e-06
B2-qMPS,6.021386,2.617994,4.479947164000737e-06
B2-qMPS,6.283185,2.617994,4.568873952226201e-06
B2-qMPS,0.0,2.879793,5.631161611888341e-06
B2-qMPS,0.261799,2.879793,4.337259036237371e-06
B2-qMPS,0.523599,2.879793,2.2690499296471454e-06
B2-qMPS,0.785398,2.879793,4.6712100678762705e-07
B2-qMPS,1.047198,2.879793,1.0885777730134001e-07
B2-qMPS,1.308997,2.879793,2.1456319256352988e-06
B2-qMPS,1.570796,2.879793,6.989589620547867e-06
B2-qMPS,1.832596,2.879793,1.4337938105630409e-05
B2-qMPS,2.094395,2.879793,2.3186261505006856e-05
B2-qMPS,2.356194,2.879793,3.2031919519622485e-05
B2-qMPS,2.617994,2.879793,3.921750814254299e-05
B2-qMPS,2.879793,2.879793,4.332638474644818e-05
B2-qMPS,3.141593,2.879793,4.352758721998321e-05
B2-qMPS,3.403392,2.879793,3.978008899159621e-05
B2-qMPS,3.665191,2.879793,3.28429139428583e-05
B2-qMPS,3.926991,2.879793,2.4088460771050167e-05
B2-qMPS,4.18879,2.879793,1.5167918023791468e-05
B2-qMPS,4.45059,2.879793,7.61616258482819e-06
B2-qMPS,4.712389,2.879793,2.4987830684988013e-06
B2-qMPS,4.974188,2.879793,1.9183538745300092e-07
B2-qMPS,5.235988,2.879793,3.4889614340467644e-07
B2-qMPS,5.497787,2.879793,2.0596202234570784e-06
B2-qMPS,5.759587,2.879793,4.1528375772819465e-06
B2-qMPS,6.021386,2.879793,5.558942264006248e-06
B2-qMPS,6.283185,2.879793,5.6311616118886275e-06
B2-qMPS,0.0,3.141593,5.175250946625114e-06
B2-qMPS,0.261799,3.141593,4.00229156307976e-06
B2-qMPS,0.523599,3.141593,2.1649186109135773e-06
B2-qMPS,0.785398,3.141593,5.232535010858171e-07
B2-qMPS,1.047198,3.141593,3.704192811016568e-08
B2-qMPS,1.308997,3.141593,1.4730629918795705e-06
B2-qMPS,1.570796,3.141593,5.156294995169726e-06
B2-qMPS,1.832596,3.141593,1.083446886781247e-05
B2-qMPS,2.094395,3.141593,1.769559827888821e-05
B2-qMPS,2.356194,3.141593,2.453720111691363e-05
B2-qMPS,2.617994,3.141593,3.0045164524502503e-05
B2-qMPS,2.879793,3.141593,3.311048531306859e-05
B2-qMPS,3.141593,3.141593,3.310142617142057e-05
B2-qMPS,3.403392,3.141593,3.0019867361063535e-05
B2-qMPS,3.665191,3.141593,2.4500840187529422e-05
B2-qMPS,3.926991,3.141593,1.7655364712743136e-05
B2-qMPS,4.18879,3.141593,1.0797817707887062e-05
B2-qMPS,4.45059,3.141593,5.1291742534068965e-06
B2-qMPS,4.712389,3.141593,1.4585837979841181e-06
B2-qMPS,4.974188,3.141593,3.4928119245264996e-08
B2-qMPS,5.235988,3.141593,5.301988338692006e-07
B2-qMPS,5.497787,3.141593,2.1757365804576205e-06
B2-qMPS,5.759587,3.141593,4.011531750700918e-06
B2-qMPS,6.021386,3.141593,5.178833352844779e-06
B2-qMPS,6.283185,3.141593,5.1752509466251035e-06
B2-qMPS,0.0,3.403392,3.4221662920157274e-06
B2-qMPS,0.261799,3.403392,2.563006521332898e-06
B2-qMPS,0.523599,3.403392,1.3136065848067345e-06
B2-qMPS,0.785398,3.403392,2.667382289479753e-07
B2-qMPS,1.047198,3.403392,6.008852101995621e-08
B2-qMPS,1.308997,3.403392,1.1810509191806505e-06
B2-qMPS,1.570796,3.403392,3.806687014812915e-06
B2-qMPS,1.832596,3.403392,7.723747463568347e-06
B2-qMPS,2.094395,3.403392,1.2352399676608647e-05
B2-qMPS,2.356194,3.403392,1.686958144925711e-05
B2-qMPS,2.617994,3.403392,2.0401109589859882e-05
B2-qMPS,2.879793,3.403392,2.223300566969272e-05
B2-qMPS,3.141593,3.403392,2.198697567193162e-05
B2-qMPS,3.403392,3.403392,1.971410271783336e-05
B2-qMPS,3.665191,3.403392,1.5882170735629175e-05
B2-qMPS,3.926991,3.403392,1.1259946762903412e-05
B2-qMPS,4.18879,3.403392,6.72877244365556e-06
B2-qMPS,4.45059,3.403392,3.070750441690723e-06
B2-qMPS,4.712389,3.403392,7.886222376138511e-07
B2-qMPS,4.974188,3.403392,3.5945136382606757e-09
B2-qMPS,5.235988,3.403392,4.56274219329238e-07
B2-qMPS,5.497787,3.403392,1.608184775265395e-06
B2-qMPS,5.759587,3.403392,2.8144806618381175e-06
B2-qMPS,6.021386,3.403392,3.51964418580861e-06
B2-qMPS,6.283185,3.403392,3.422166292015588e-06
B2-qMPS,0.0,3.665191,1.2700084488100761e-06
B2-qMPS,0.261799,3.665191,8.298161209062509e-07
B2-qMPS,0.523599,3.665191,3.055687480455707e-07
B2-qMPS,0.785398,3.665191,5.9098263163079184e-09
B2-qMPS,1.047198,3.665191,2.3459228344635016e-07
B2-qMPS,1.308997,3.665191,1.1938597272792543e-06
B2-qMPS,1.570796,3.665191,2.9122970576765933e-06
B2-qMPS,1.832596,3.665191,5.217706645817493e-06
B2-qMPS,2.094395,3.665191,7.763604361611629e-06
B2-qMPS,2.356194,3.665191,1.0103574579035851e-05
B2-qMPS,2.617994,3.665191,1.1794820527334684e-05
B2-qMPS,2.879793,3.665191,1.2504258650666051e-05
B2-qMPS,3.141593,3.665191,1.2089584522431472e-05
B2-qMPS,3.403392,3.665191,1.0634146463795992e-05
B2-qMPS,3.665191,3.665191,8.426504449758641e-06
B2-qMPS,3.926991,3.665191,5.890022539261805e-06
B2-qMPS,4.18879,3.665191,3.4808894501919796e-06
B2-qMPS,4.45059,3.665191,1.5811115606715447e-06
B2-qMPS,4.712389,3.665191,4.1411298523354485e-07
B2-qMPS,4.974188,3.665191,4.333783631951027e-09
B2-qMPS,5.235988,3.665191,1.9032545473585038e-07
B2-qMPS,5.497787,3.665191,6.864960695381678e-07
B2-qMPS,5.759587,3.665191,1.1757007531789157e-06
B2-qMPS,6.021386,3.665191,1.406773075535557e-06
B2-qMPS,6.283185,3.665191,1.270008448810261e-06
B2-qMPS,0.0,3.926991,2.4117055607616022e-08
B2-qMPS,0.261799,3.926991,5.015596647649183e-10
B2-qMPS,0.523599,3.926991,7.194758825936071e-08
B2-qMPS,0.785398,3.926991,3.1973927735039207e-07
B2-qMPS,1.047198,3.926991,7.989026319241303e-07
B2-qMPS,1.308997,3.926991,1.5151866718347043e-06
B2-qMPS,1.570796,3.926991,2.414381536329649e-06
B2-qMPS,1.832596,3.926991,3.3874587272588372e-06
B2-qMPS,2.094395,3.926991,4.290795755896852e-06
B2-qMPS,2.356194,3.926991,4.976678631838413e-06
B2-qMPS,2.617994,3.926991,5.3264529714612115e-06
B2-qMPS,2.879793,3.926991,5.277879020935515e-06
B2-qMPS,3.141593,3.926991,4.839663301865793e-06
B2-qMPS,3.403392,3.926991,4.0894193454446046e-06
B2-qMPS,3.665191,3.926991,3.155583923716741e-06
B2-qMPS,3.926991,3.926991,2.18794944217307e-06
B2-qMPS,4.18879,3.926991,1.3243711907432884e-06
B2-qMPS,4.45059,3.926991,6.621038107442974e-07
B2-qMPS,4.712389,3.926991,2.408834425271266e-07
B2-qMPS,4.974188,3.926991,4.166570396160807e-08
B2-qMPS,5.235988,3.926991,7.180684576382532e-10
B2-qMPS,5.497787,3.926991,3.467798496818694e-08
B2-qMPS,5.759587,3.926991,6.93185422014606e-08
B2-qMPS,6.021386,3.926991,6.387583281544162e-08
B2-qMPS,6.283185,3.926991,2.4117055607607535e-08
B2-qMPS,0.0,4.18879,9.976481840167737e-07
B2-qMPS,0.261799,4.18879,1.2892902769550828e-06
B2-qMPS,0.523599,4.18879,1.5900255525666102e-06
B2-qMPS,0.785398,4.18879,1.8680059944910196e-06
B2-qMPS,1.047198,4.18879,2.0898285294639597e-06
B2-qMPS,1.308997,4.18879,2.226685713283074e-06
B2-qMPS,1.570796,4.18879,2.2599972970851787e-06
B2-qMPS,1.832596,4.18879,2.185155950775829e-06
B2-qMPS,2.094395,4.18879,2.012467496004067e-06
B2-qMPS,2.356194,4.18879,1.7650537698964075e-06
B2-qMPS,2.617994,4.18879,1.4742347745482441e-06
B2-qMPS,2.879793,4.18879,1.1735199489148271e-06
B2-qMPS,3.141593,4.18879,8.92656169361525e-07
B2-qMPS,3.403392,4.18879,6.531210390234344e-07
B2-qMPS,3.665191,4.18879,4.6603297360380975e-07
B2-qMPS,3.926991,4.18879,3.3278831126819945e-07
B2-qMPS,4.18879,4.18879,2.480082900253985e-07
B2-qMPS,4.45059,4.18879,2.0377992319475643e-07
B2-qMPS,4.712389,4.18879,1.9386364293165042e-07
B2-qMPS,4.974188,4.18879,2.1659802664041933e-07
B2-qMPS,5.235988,4.18879,2.7563927122089407e-07
B2-qMPS,5.497787,4.18879,3.783172177397003e-07
B2-qMPS,5.759587,4.18879,5.320936993573281e-07
B2-qMPS,6.021386,4.18879,7.401797080021347e-07
B2-qMPS,6.283185,4.18879,9.976481840168437e-07
B2-qMPS,0.0,4.45059,5.092976157495996e-06
B2-qMPS,0.261799,4.45059,5.533900626670761e-06
B2-qMPS,0.523599,4.45059,5.559028812572821e-06
B2-qMPS,0.785398,4.45059,5.1638169628459554e-06
B2-qMPS,1.047198,4.45059,4.419133348441986e-06
B2-qMPS,1.308997,4.45059,3.4546562969268743e-06
B2-qMPS,1.570796,4.45059,2.4288877678388213e-06
B2-qMPS,1.832596,4.45059,1.4934928691766132e-06
B2-qMPS,2.094395,4.45059,7.610564233106059e-07
B2-qMPS,2.356194,4.45059,2.8432407163027387e-07
B2-qMPS,2.617994,4.45059,5.184909955397158e-08
B2-qMPS,2.879793,4.45059,5.449223536422031e-10
B2-qMPS,3.141593,4.45059,4.113339257030083e-08
B2-qMPS,3.403392,4.45059,8.908779513024873e-08
B2-qMPS,3.665191,4.45059,9.230091090752573e-08
B2-qMPS,3.926991,4.45059,4.7722463359809684e-08
B2-qMPS,4.18879,4.45059,2.3256365292222805e-09
B2-qMPS,4.45059,4.45059,3.8133519034457444e-08
B2-qMPS,4.712389,4.45059,2.4548030520914265e-07
B2-qMPS,4.974188,4.45059,6.919963321364852e-07
B2-qMPS,5.235988,4.45059,1.3960914763234407e-06
B2-qMPS,5.497787,4.45059,2.312614125278406e-06
B2-qMPS,5.759587,4.45059,3.3351695385893296e-06
B2-qMPS,6.021386,4.45059,4.315142884799655e-06
B2-qMPS,6.283185,4.45059,5.092976157495851e-06
B2-qMPS,0.0,4.712389,1.2480630795948694e-05
B2-qMPS,0.261799,4.712389,1.289045313768992e-05
B2-qMPS,0.523599,4.712389,1.2137398517352711e-05
B2-qMPS,0.785398,4.712389,1.037288093834898e-05
B2-qMPS,1.047198,4.712389,7.945179280859241e-06
B2-qMPS,1.308997,4.712389,5.31460223793856e-06
B2-qMPS,1.570796,4.712389,2.9431102438201378e-06
B2-qMPS,1.832596,4.712389,1.1870868203753223e-06
B2-qMPS,2.094395,4.712389,2.2086309476373182e-07
B2-qMPS,2.356194,4.712389,1.0191041608485311e-08
B2-qMPS,2.617994,4.712389,3.413976900065846e-07
