model,init_strategy,seed,gradient
Global,uniform,14,-0.00041247737200764264
Global,uniform,15,0.00018132461014135895
Global,uniform,16,1.848543252304949e-05
Global,uniform,17,-0.0001401019219233583
Global,uniform,18,-0.00034554884822513357
Global,uniform,19,-5.326195899719645e-06
Global,uniform,20,-7.654960952980067e-05
Global,uniform,21,-3.475466620264473e-05
Global,uniform,22,-3.735359274360983e-05
Global,uniform,23,0.0008775983945966995
Global,uniform,24,-0.0008214710247506543
Global,narrow,0,0.002911820295328539
Global,narrow,1,-9.53210341195553e-05
Global,narrow,2,-0.00037221530944906323
Global,narrow,3,1.4246549959359691e-05
Global,narrow,4,-0.002284823638357233
Global,narrow,5,0.0003706046752024135
Global,narrow,6,-5.4968882443354716e-05
Global,narrow,7,-0.0005637442837433247
Global,narrow,8,0.0001808458072845691
Global,narrow,9,-0.002516781249689929
Global,narrow,10,-0.0001093582988036113
Global,narrow,11,-0.0017569108910688795
Global,narrow,12,-7.331316629123409e-05
Global,narrow,13,-7.682756608626235e-05
Global,narrow,14,0.0004499813484754829
Global,narrow,15,-0.0016159245291617714
Global,narrow,16,0.00013674706332785446
Global,narrow,17,-0.0001393080745496255
Global,narrow,18,-0.0005820292552738953
Global,narrow,19,-0.00046119748766156656
Global,narrow,20,-0.0012752311542497665
Global,narrow,21,-0.0007380667030471986
Global,narrow,22,-0.00027645101609854756
Global,narrow,23,0.0007789368318527193
Global,narrow,24,0.002985385297301869
Global,identity,0,3.3714735518096444e-05
Global,identity,1,-0.00015792042902131878
Global,identity,2,-4.855461827710486e-07
Global,identity,3,3.1601059778972535e-08
Global,identity,4,-1.5345204365575515e-06
Global,identity,5,3.938288736108459e-07
Global,identity,6,-3.0031387239556845e-05
Global,identity,7,1.1165050782957108e-05
Global,identity,8,-6.994201716270177e-07
Global,identity,9,1.1136847455514087e-05
Global,identity,10,4.796555098660229e-06
Global,identity,11,-0.00023825764018114574
Global,identity,12,3.565380516942423e-05
Global,identity,13,0.00017902240857503219
Global,identity,14,1.5275263563678273e-05
Global,identity,15,1.6191061742350844e-05
Global,identity,16,-9.806853952394555e-06
Global,identity,17,2.897919775519114e-05
Global,identity,18,1.2610648558608519e-05
Global,identity,19,1.514627541696853e-05
Global,identity,20,3.316543244530609e-05
Global,identity,21,-0.00020396857365897594
Global,identity,22,-3.350964592255569e-05
Global,identity,23,-2.562300536972905e-05
Global,identity,24,1.9792577241508864e-05
Global,normal,0,-0.00012331964414887298
Global,normal,1,6.433094995982107e-05
Global,normal,2,0.0004284474317917703
Global,normal,3,-8.684611026920891e-05
Global,normal,4,1.9415092992153796e-05
Global,normal,5,1.7769886961436e-05
Global,normal,6,-0.0003460060505186912
Global,normal,7,0.00017583396358388797
Global,normal,8,-5.343518801703465e-07
Global,normal,9,0.0004853179414710657
Global,normal,10,-0.000298791810550092
Global,normal,11,-8.573156178092e-06
Global,normal,12,0.00041463187190324605
Global,normal,13,-6.821053149447663e-05
Global,normal,14,-0.00035769187899791475
Global,normal,15,-0.000467560498283086
Global,normal,16,4.680438823792653e-05
Global,normal,17,0.0001717743401537525
Global,normal,18,0.0010195007373380728
Global,normal,19,0.0005434968090394994
Global,normal,20,-0.00025235321995918333
Global,normal,21,8.291113622683005e-05
Global,normal,22,-7.332797293414793e-05
Global,normal,23,0.0011052249722050141
Global,normal,24,-0.0001885219716253824
Glob96,uniform,0,0.0004054993574274144
Glob96,uniform,1,-0.00012086245907147075
Glob96,uniform,2,6.070577002392774e-06
Glob96,uniform,3,-1.9344194875978364e-05
Glob96,uniform,4,2.988840981703246e-05
Glob96,uniform,5,-3.53989076931211e-06
Glob96,uniform,6,-2.4683801989783913e-05
Glob96,uniform,7,0.0003680058593453546
Glob96,uniform,8,-5.493819851853754e-05
Glob96,uniform,9,0.0003120645983021835
Glob96,uniform,10,0.0012169296601800144
Glob96,uniform,11,-0.00026820045633148195
Glob96,uniform,12,-0.00015529156511974638
Glob96,uniform,13,3.424216135516349e-06
Glob96,uniform,14,-0.00010064325202182014
Glob96,uniform,15,1.986154922830588e-05
Glob96,uniform,16,-3.186211667368762e-05
Glob96,uniform,17,0.0001580803713507843
Glob96,uniform,18,-0.00013113358607264966
Glob96,uniform,19,0.000444754913746254
Glob96,uniform,20,0.002301786009464848
Glob96,uniform,21,0.00010983360239624294
Glob96,uniform,22,0.00019345282932606988
Glob96,uniform,23,4.784924544975564e-06
Glob96,uniform,24,-2.5674536805249698e-05
Glob96,narrow,0,-0.029447175856051604
Glob96,narrow,1,0.00016191417373131182
Glob96,narrow,2,0.000275721991784142
Glob96,narrow,3,0.00034348941554642994
Glob96,narrow,4,0.0037322464635368684
Glob96,narrow,5,-0.0008914991371582774
Glob96,narrow,6,-0.0007307648117116153
Glob96,narrow,7,0.0004999752874917454
Glob96,narrow,8,-0.007672611229071425
Glob96,narrow,9,-0.0013600542303124682
Glob96,narrow,10,0.014733496435447552
Glob96,narrow,11,0.005358847363637893
Glob96,narrow,12,0.010588753303591453
Glob96,narrow,13,1.4166802673664339e-06
Glob96,narrow,14,0.006079704304923211
Glob96,narrow,15,-0.025448370613218235
Glob96,narrow,16,-4.6287224188294955e-05
Glob96,narrow,17,0.001736621676735788
Glob96,narrow,18,0.00017767728918611565
Glob96,narrow,19,6.093782882243061e-05
Glob96,narrow,20,-0.0007949729101047843
Glob96,narrow,21,-2.400784740722371e-05
Glob96,narrow,22,0.0005952451497537036
Glob96,narrow,23,-0.0032722744933496592
Glob96,narrow,24,0.0005421719808265508
Glob96,identity,0,0.0007965660502662245
Glob96,identity,1,-1.6626262120390053e-05
Glob96,identity,2,1.4547126806505482e-07
Glob96,identity,3,5.743587870612536e-07
Glob96,identity,4,6.353851861168596e-06
Glob96,identity,5,9.757198118290481e-05
Glob96,identity,6,0.0029351619971257877
Glob96,identity,7,8.893576578137776e-07
Glob96,identity,8,-0.00028586809524158073
Glob96,identity,9,0.0003484900359325031
Glob96,identity,10,0.0021472901498912596
Glob96,identity,11,-6.41968472530052e-08
Glob96,identity,12,-0.00048824272014756767
Glob96,identity,13,3.234438889810149e-05
Glob96,identity,14,-0.0012595937724220578
Glob96,identity,15,-0.0021973729988455
Glob96,identity,16,4.2837499645128087e-07
Glob96,identity,17,6.645649321110573e-05
Glob96,identity,18,-1.9042704077119047e-07
Glob96,identity,19,-1.1791847310435944e-05
Glob96,identity,20,1.436005639078135e-05
Glob96,identity,21,1.375689877892011e-07
Glob96,identity,22,-6.9909639538097665e-06
Glob96,identity,23,-4.6368207563581944e-05
Glob96,identity,24,-4.384071849329864e-07
Glob96,normal,0,-7.44214235608592e-05
